StockCode,Description,CustomerID,Country,UnitPrice,Quantity
21507,"ELEPHANT, BIRTHDAY CARD,",15033.0,United Kingdom,0.42,12.0
21507,"ELEPHANT, BIRTHDAY CARD,",15061.0,United Kingdom,0.36,48.0
21507,"ELEPHANT, BIRTHDAY CARD,",15093.0,United Kingdom,0.42,48.0
21507,"ELEPHANT, BIRTHDAY CARD,",15358.0,United Kingdom,0.42,12.0
21507,"ELEPHANT, BIRTHDAY CARD,",15601.0,United Kingdom,0.42,12.0
21507,"ELEPHANT, BIRTHDAY CARD,",17769.0,United Kingdom,0.42,12.0
21507,"ELEPHANT, BIRTHDAY CARD,",17954.0,United Kingdom,0.42,12.0
21508,VINTAGE KID DOLLY CARD,12625.0,Germany,0.42,12.0
21508,VINTAGE KID DOLLY CARD,13089.0,United Kingdom,0.42,12.0
21508,VINTAGE KID DOLLY CARD,13097.0,United Kingdom,0.42,24.0
21508,VINTAGE KID DOLLY CARD,13385.0,United Kingdom,0.42,24.0
21508,VINTAGE KID DOLLY CARD,13426.0,United Kingdom,0.42,12.0
21508,VINTAGE KID DOLLY CARD,14057.0,United Kingdom,0.42,24.0
21508,VINTAGE KID DOLLY CARD,14911.0,EIRE,0.42,12.0
21508,VINTAGE KID DOLLY CARD,15061.0,United Kingdom,0.36,24.0
21508,VINTAGE KID DOLLY CARD,15093.0,United Kingdom,0.42,24.0
21508,VINTAGE KID DOLLY CARD,15227.0,United Kingdom,0.42,12.0
21508,VINTAGE KID DOLLY CARD,15379.0,United Kingdom,0.42,24.0
21508,VINTAGE KID DOLLY CARD,15384.0,United Kingdom,0.42,12.0
21508,VINTAGE KID DOLLY CARD,15601.0,United Kingdom,0.42,12.0
21508,VINTAGE KID DOLLY CARD,17114.0,United Kingdom,0.42,12.0
21508,VINTAGE KID DOLLY CARD,17364.0,United Kingdom,0.42,12.0
21508,VINTAGE KID DOLLY CARD,17674.0,United Kingdom,0.42,12.0
21508,VINTAGE KID DOLLY CARD,17884.0,United Kingdom,0.42,12.0
21509,COWBOYS AND INDIANS BIRTHDAY CARD,12625.0,Germany,0.42,12.0
21509,COWBOYS AND INDIANS BIRTHDAY CARD,12637.0,France,0.42,12.0
21509,COWBOYS AND INDIANS BIRTHDAY CARD,12947.0,United Kingdom,0.42,24.0
21509,COWBOYS AND INDIANS BIRTHDAY CARD,13097.0,United Kingdom,0.42,24.0
21509,COWBOYS AND INDIANS BIRTHDAY CARD,14057.0,United Kingdom,0.42,24.0
21509,COWBOYS AND INDIANS BIRTHDAY CARD,14646.0,Netherlands,0.36,72.0
21509,COWBOYS AND INDIANS BIRTHDAY CARD,15061.0,United Kingdom,0.36,24.0
21509,COWBOYS AND INDIANS BIRTHDAY CARD,15093.0,United Kingdom,0.42,48.0
21509,COWBOYS AND INDIANS BIRTHDAY CARD,15358.0,United Kingdom,0.42,12.0
21509,COWBOYS AND INDIANS BIRTHDAY CARD,15601.0,United Kingdom,0.42,12.0
21509,COWBOYS AND INDIANS BIRTHDAY CARD,16140.0,United Kingdom,0.42,12.0
21509,COWBOYS AND INDIANS BIRTHDAY CARD,16771.0,United Kingdom,0.42,12.0
21509,COWBOYS AND INDIANS BIRTHDAY CARD,16983.0,United Kingdom,0.42,12.0
21509,COWBOYS AND INDIANS BIRTHDAY CARD,17674.0,United Kingdom,0.42,12.0
21509,COWBOYS AND INDIANS BIRTHDAY CARD,18198.0,United Kingdom,0.42,12.0
21518,BANK ACCOUNT  GREETING  CARD,13089.0,United Kingdom,0.42,12.0
21518,BANK ACCOUNT  GREETING  CARD,13263.0,United Kingdom,0.42,1.0
21518,BANK ACCOUNT  GREETING  CARD,13700.0,United Kingdom,0.42,12.0
21518,BANK ACCOUNT  GREETING  CARD,13742.0,United Kingdom,0.42,12.0
21518,BANK ACCOUNT  GREETING  CARD,14099.0,United Kingdom,0.42,12.0
21518,BANK ACCOUNT  GREETING  CARD,14911.0,EIRE,0.42,12.0
21518,BANK ACCOUNT  GREETING  CARD,15379.0,United Kingdom,0.42,12.0
21518,BANK ACCOUNT  GREETING  CARD,15485.0,United Kingdom,0.42,12.0
21518,BANK ACCOUNT  GREETING  CARD,15601.0,United Kingdom,0.42,24.0
21518,BANK ACCOUNT  GREETING  CARD,16771.0,United Kingdom,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,12421.0,Spain,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,12540.0,Spain,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,12744.0,Singapore,0.36,72.0
21519,GIN & TONIC DIET GREETING CARD,13078.0,United Kingdom,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,13089.0,United Kingdom,0.42,24.0
21519,GIN & TONIC DIET GREETING CARD,13263.0,United Kingdom,0.42,1.0
21519,GIN & TONIC DIET GREETING CARD,13402.0,United Kingdom,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,13426.0,United Kingdom,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,13680.0,United Kingdom,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,13700.0,United Kingdom,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,13742.0,United Kingdom,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,14099.0,United Kingdom,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,14320.0,United Kingdom,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,14911.0,EIRE,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,15093.0,United Kingdom,0.42,48.0
21519,GIN & TONIC DIET GREETING CARD,15485.0,United Kingdom,0.42,36.0
21519,GIN & TONIC DIET GREETING CARD,15518.0,United Kingdom,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,15601.0,United Kingdom,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,15680.0,United Kingdom,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,16771.0,United Kingdom,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,17048.0,United Kingdom,0.42,12.0
21519,GIN & TONIC DIET GREETING CARD,17730.0,United Kingdom,0.42,12.0
21520,BOOZE & WOMEN GREETING CARD,12421.0,Spain,0.42,12.0
21520,BOOZE & WOMEN GREETING CARD,12433.0,Norway,0.42,24.0
21520,BOOZE & WOMEN GREETING CARD,13233.0,United Kingdom,0.42,12.0
21520,BOOZE & WOMEN GREETING CARD,13263.0,United Kingdom,0.42,1.0
21520,BOOZE & WOMEN GREETING CARD,13700.0,United Kingdom,0.42,12.0
21520,BOOZE & WOMEN GREETING CARD,13742.0,United Kingdom,0.42,12.0
21520,BOOZE & WOMEN GREETING CARD,14099.0,United Kingdom,0.42,12.0
21520,BOOZE & WOMEN GREETING CARD,14320.0,United Kingdom,0.42,12.0
21520,BOOZE & WOMEN GREETING CARD,15601.0,United Kingdom,0.42,24.0
21520,BOOZE & WOMEN GREETING CARD,16771.0,United Kingdom,0.42,12.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,12764.0,Lebanon,7.95,4.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,13078.0,United Kingdom,6.75,10.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,13089.0,United Kingdom,7.95,4.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,13538.0,United Kingdom,7.95,4.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,13564.0,United Kingdom,7.95,2.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,13767.0,United Kingdom,7.95,10.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,14051.0,United Kingdom,6.75,20.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,14175.0,United Kingdom,7.95,4.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,14329.0,United Kingdom,7.95,4.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,14532.0,United Kingdom,7.95,1.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,14589.0,United Kingdom,7.95,2.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,14594.0,United Kingdom,7.95,1.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,14911.0,EIRE,7.95,4.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,14932.0,Channel Islands,7.95,2.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,14970.0,United Kingdom,6.75,10.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,15039.0,United Kingdom,7.95,2.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,15159.0,United Kingdom,6.75,10.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,15301.0,United Kingdom,7.95,2.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,15311.0,United Kingdom,6.75,20.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,15465.0,United Kingdom,6.75,20.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,15513.0,United Kingdom,6.75,20.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,15601.0,United Kingdom,7.95,10.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,15605.0,United Kingdom,7.95,2.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,15719.0,United Kingdom,7.95,1.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,15867.0,United Kingdom,7.95,2.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,16250.0,United Kingdom,7.95,2.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,16539.0,United Kingdom,6.75,20.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,16670.0,United Kingdom,7.95,2.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,16684.0,United Kingdom,6.75,10.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,16705.0,United Kingdom,6.75,10.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,16919.0,United Kingdom,7.95,2.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,17018.0,United Kingdom,6.75,10.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,17091.0,United Kingdom,7.95,2.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,17158.0,United Kingdom,7.95,2.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,17213.0,United Kingdom,7.95,4.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,17303.0,United Kingdom,7.95,1.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,17320.0,United Kingdom,7.95,2.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,17343.0,United Kingdom,7.95,1.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,17722.0,United Kingdom,7.95,2.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,17809.0,United Kingdom,7.95,6.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,18061.0,United Kingdom,7.95,10.0
21524,DOORMAT SPOTTY HOME SWEET HOME,12451.0,Switzerland,7.95,4.0
21524,DOORMAT SPOTTY HOME SWEET HOME,12591.0,Italy,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,12637.0,France,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,12766.0,Portugal,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,13000.0,United Kingdom,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,13113.0,United Kingdom,6.75,10.0
21524,DOORMAT SPOTTY HOME SWEET HOME,13174.0,United Kingdom,7.95,1.0
21524,DOORMAT SPOTTY HOME SWEET HOME,13225.0,United Kingdom,6.75,30.0
21524,DOORMAT SPOTTY HOME SWEET HOME,13468.0,United Kingdom,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,13534.0,United Kingdom,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,13538.0,United Kingdom,6.75,10.0
21524,DOORMAT SPOTTY HOME SWEET HOME,13615.0,United Kingdom,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,13838.0,United Kingdom,7.95,1.0
21524,DOORMAT SPOTTY HOME SWEET HOME,14031.0,United Kingdom,6.75,10.0
21524,DOORMAT SPOTTY HOME SWEET HOME,14040.0,United Kingdom,7.95,3.0
21524,DOORMAT SPOTTY HOME SWEET HOME,14243.0,United Kingdom,7.95,4.0
21524,DOORMAT SPOTTY HOME SWEET HOME,14439.0,Greece,6.75,10.0
21524,DOORMAT SPOTTY HOME SWEET HOME,14532.0,United Kingdom,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,14594.0,United Kingdom,7.95,1.0
21524,DOORMAT SPOTTY HOME SWEET HOME,14606.0,United Kingdom,7.95,1.0
21524,DOORMAT SPOTTY HOME SWEET HOME,14659.0,United Kingdom,7.95,1.0
21524,DOORMAT SPOTTY HOME SWEET HOME,14901.0,United Kingdom,7.95,1.0
21524,DOORMAT SPOTTY HOME SWEET HOME,14911.0,EIRE,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,15044.0,United Kingdom,7.95,3.0
21524,DOORMAT SPOTTY HOME SWEET HOME,15093.0,United Kingdom,6.75,20.0
21524,DOORMAT SPOTTY HOME SWEET HOME,15266.0,United Kingdom,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,15281.0,United Kingdom,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,15465.0,United Kingdom,6.75,10.0
21524,DOORMAT SPOTTY HOME SWEET HOME,15465.0,United Kingdom,7.95,3.0
21524,DOORMAT SPOTTY HOME SWEET HOME,15498.0,United Kingdom,6.75,30.0
21524,DOORMAT SPOTTY HOME SWEET HOME,15601.0,United Kingdom,7.95,8.0
21524,DOORMAT SPOTTY HOME SWEET HOME,15640.0,United Kingdom,6.75,10.0
21524,DOORMAT SPOTTY HOME SWEET HOME,15867.0,United Kingdom,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,15898.0,United Kingdom,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,16222.0,United Kingdom,7.95,1.0
21524,DOORMAT SPOTTY HOME SWEET HOME,16497.0,United Kingdom,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,16523.0,United Kingdom,7.95,4.0
21524,DOORMAT SPOTTY HOME SWEET HOME,16525.0,United Kingdom,6.75,10.0
21524,DOORMAT SPOTTY HOME SWEET HOME,16701.0,United Kingdom,6.75,10.0
21524,DOORMAT SPOTTY HOME SWEET HOME,16713.0,United Kingdom,7.95,1.0
21524,DOORMAT SPOTTY HOME SWEET HOME,16782.0,United Kingdom,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,16835.0,United Kingdom,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,16873.0,United Kingdom,7.95,4.0
21524,DOORMAT SPOTTY HOME SWEET HOME,16919.0,United Kingdom,7.95,3.0
21524,DOORMAT SPOTTY HOME SWEET HOME,17082.0,United Kingdom,7.95,4.0
21524,DOORMAT SPOTTY HOME SWEET HOME,17114.0,United Kingdom,7.95,1.0
21524,DOORMAT SPOTTY HOME SWEET HOME,17146.0,United Kingdom,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,17158.0,United Kingdom,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,17211.0,United Kingdom,7.95,1.0
21524,DOORMAT SPOTTY HOME SWEET HOME,17214.0,United Kingdom,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,17338.0,United Kingdom,7.95,1.0
21524,DOORMAT SPOTTY HOME SWEET HOME,17449.0,United Kingdom,7.95,1.0
21524,DOORMAT SPOTTY HOME SWEET HOME,17634.0,United Kingdom,7.95,1.0
21524,DOORMAT SPOTTY HOME SWEET HOME,17841.0,United Kingdom,7.95,1.0
21524,DOORMAT SPOTTY HOME SWEET HOME,17880.0,United Kingdom,7.95,2.0
21524,DOORMAT SPOTTY HOME SWEET HOME,18106.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,12356.0,Portugal,6.95,12.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,12668.0,Germany,7.95,6.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,12731.0,France,6.95,12.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,12766.0,Portugal,7.95,4.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,13013.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,13050.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,13230.0,United Kingdom,7.95,3.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,13310.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,13317.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,13319.0,United Kingdom,7.95,7.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,13408.0,United Kingdom,7.95,4.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,13488.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,13491.0,United Kingdom,7.95,4.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,13680.0,United Kingdom,7.95,1.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,13982.0,United Kingdom,7.95,7.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,14081.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,14088.0,United Kingdom,6.95,12.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,14099.0,United Kingdom,7.95,1.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,14107.0,United Kingdom,7.95,4.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,14130.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,14180.0,United Kingdom,7.95,18.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,14210.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,14256.0,United Kingdom,7.95,4.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,14341.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,14415.0,United Kingdom,7.95,3.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,14527.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,14625.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,14639.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,14733.0,United Kingdom,7.95,9.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,14794.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,14911.0,EIRE,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,15235.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,15443.0,United Kingdom,7.95,1.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,15464.0,United Kingdom,7.95,1.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,15465.0,United Kingdom,7.95,6.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,15513.0,United Kingdom,6.95,12.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,15547.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,15596.0,United Kingdom,7.95,6.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,15696.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,15780.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,15811.0,United Kingdom,7.95,4.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,16134.0,United Kingdom,7.95,4.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,16244.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,16282.0,United Kingdom,7.95,1.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,16560.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,16670.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,16684.0,United Kingdom,6.95,12.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,16775.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,16858.0,United Kingdom,6.95,10.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,16923.0,United Kingdom,7.95,1.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,17377.0,United Kingdom,7.95,1.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,17511.0,United Kingdom,6.95,12.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,17567.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,17611.0,United Kingdom,7.95,1.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,17865.0,United Kingdom,7.95,4.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,17920.0,United Kingdom,7.95,4.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,18168.0,United Kingdom,7.95,2.0
21527,RED RETROSPOT TRADITIONAL TEAPOT,18260.0,United Kingdom,7.95,2.0
21528,DAIRY MAID TRADITIONAL TEAPOT,13081.0,United Kingdom,6.95,2.0
21528,DAIRY MAID TRADITIONAL TEAPOT,13385.0,United Kingdom,6.95,2.0
21528,DAIRY MAID TRADITIONAL TEAPOT,13488.0,United Kingdom,6.95,2.0
21528,DAIRY MAID TRADITIONAL TEAPOT,14639.0,United Kingdom,6.95,2.0
21528,DAIRY MAID TRADITIONAL TEAPOT,15296.0,United Kingdom,6.95,2.0
21528,DAIRY MAID TRADITIONAL TEAPOT,16725.0,United Kingdom,6.95,1.0
21528,DAIRY MAID TRADITIONAL TEAPOT,17708.0,United Kingdom,6.95,3.0
21528,DAIRY MAID TRADITIONAL TEAPOT,17757.0,United Kingdom,6.95,1.0
21528,DAIRY MAID TRADITIONAL TEAPOT,17961.0,United Kingdom,6.95,1.0
21528,DAIRY MAID TRADITIONAL TEAPOT,17965.0,United Kingdom,6.95,1.0
21530,DAIRY MAID TOASTRACK,12539.0,Spain,2.95,12.0
21530,DAIRY MAID TOASTRACK,14606.0,United Kingdom,2.95,1.0
21530,DAIRY MAID TOASTRACK,15059.0,United Kingdom,2.95,1.0
21530,DAIRY MAID TOASTRACK,17198.0,United Kingdom,2.95,1.0
21530,DAIRY MAID TOASTRACK,17961.0,United Kingdom,2.95,1.0
21531,RED RETROSPOT SUGAR JAM BOWL,12766.0,Portugal,2.55,6.0
21531,RED RETROSPOT SUGAR JAM BOWL,13013.0,United Kingdom,2.55,6.0
21531,RED RETROSPOT SUGAR JAM BOWL,13048.0,United Kingdom,2.55,2.0
21531,RED RETROSPOT SUGAR JAM BOWL,13280.0,United Kingdom,2.55,4.0
21531,RED RETROSPOT SUGAR JAM BOWL,13523.0,United Kingdom,2.55,6.0
21531,RED RETROSPOT SUGAR JAM BOWL,13982.0,United Kingdom,2.55,9.0
21531,RED RETROSPOT SUGAR JAM BOWL,14081.0,United Kingdom,2.55,3.0
21531,RED RETROSPOT SUGAR JAM BOWL,14088.0,United Kingdom,2.1,30.0
21531,RED RETROSPOT SUGAR JAM BOWL,14180.0,United Kingdom,2.55,6.0
21531,RED RETROSPOT SUGAR JAM BOWL,14606.0,United Kingdom,2.55,3.0
21531,RED RETROSPOT SUGAR JAM BOWL,14696.0,United Kingdom,2.55,6.0
21531,RED RETROSPOT SUGAR JAM BOWL,14733.0,United Kingdom,2.55,3.0
21531,RED RETROSPOT SUGAR JAM BOWL,14911.0,EIRE,2.55,6.0
21531,RED RETROSPOT SUGAR JAM BOWL,15235.0,United Kingdom,2.55,6.0
21531,RED RETROSPOT SUGAR JAM BOWL,15422.0,United Kingdom,2.55,6.0
21531,RED RETROSPOT SUGAR JAM BOWL,15464.0,United Kingdom,2.55,2.0
21531,RED RETROSPOT SUGAR JAM BOWL,15513.0,United Kingdom,2.55,6.0
21531,RED RETROSPOT SUGAR JAM BOWL,15596.0,United Kingdom,2.55,6.0
21531,RED RETROSPOT SUGAR JAM BOWL,15687.0,United Kingdom,2.55,6.0
21531,RED RETROSPOT SUGAR JAM BOWL,15799.0,United Kingdom,2.55,6.0
21531,RED RETROSPOT SUGAR JAM BOWL,16081.0,United Kingdom,2.55,2.0
21531,RED RETROSPOT SUGAR JAM BOWL,16134.0,United Kingdom,2.55,6.0
21531,RED RETROSPOT SUGAR JAM BOWL,16143.0,United Kingdom,2.55,4.0
21531,RED RETROSPOT SUGAR JAM BOWL,16255.0,United Kingdom,2.55,2.0
21531,RED RETROSPOT SUGAR JAM BOWL,16684.0,United Kingdom,2.1,48.0
21531,RED RETROSPOT SUGAR JAM BOWL,16725.0,United Kingdom,2.55,2.0
21531,RED RETROSPOT SUGAR JAM BOWL,16775.0,United Kingdom,2.55,1.0
21531,RED RETROSPOT SUGAR JAM BOWL,16791.0,United Kingdom,2.55,4.0
21531,RED RETROSPOT SUGAR JAM BOWL,16858.0,United Kingdom,2.1,20.0
21531,RED RETROSPOT SUGAR JAM BOWL,16923.0,United Kingdom,2.55,1.0
21531,RED RETROSPOT SUGAR JAM BOWL,17611.0,United Kingdom,2.55,1.0
21531,RED RETROSPOT SUGAR JAM BOWL,17796.0,United Kingdom,2.55,3.0
21531,RED RETROSPOT SUGAR JAM BOWL,18168.0,United Kingdom,2.55,2.0
21533,RETROSPOT LARGE MILK JUG,12567.0,France,4.95,3.0
21533,RETROSPOT LARGE MILK JUG,12731.0,France,4.25,12.0
21533,RETROSPOT LARGE MILK JUG,13048.0,United Kingdom,4.95,3.0
21533,RETROSPOT LARGE MILK JUG,13173.0,United Kingdom,4.95,4.0
21533,RETROSPOT LARGE MILK JUG,13280.0,United Kingdom,4.95,3.0
21533,RETROSPOT LARGE MILK JUG,13310.0,United Kingdom,4.95,3.0
21533,RETROSPOT LARGE MILK JUG,13455.0,United Kingdom,4.95,3.0
21533,RETROSPOT LARGE MILK JUG,13523.0,United Kingdom,4.95,3.0
21533,RETROSPOT LARGE MILK JUG,13838.0,United Kingdom,4.95,1.0
21533,RETROSPOT LARGE MILK JUG,13982.0,United Kingdom,4.95,4.0
21533,RETROSPOT LARGE MILK JUG,14082.0,United Kingdom,4.95,1.0
21533,RETROSPOT LARGE MILK JUG,14085.0,United Kingdom,4.95,4.0
21533,RETROSPOT LARGE MILK JUG,14088.0,United Kingdom,4.25,12.0
21533,RETROSPOT LARGE MILK JUG,14107.0,United Kingdom,4.95,6.0
21533,RETROSPOT LARGE MILK JUG,14130.0,United Kingdom,4.95,2.0
21533,RETROSPOT LARGE MILK JUG,14210.0,United Kingdom,4.95,6.0
21533,RETROSPOT LARGE MILK JUG,14215.0,United Kingdom,4.95,3.0
21533,RETROSPOT LARGE MILK JUG,14256.0,United Kingdom,4.95,3.0
21533,RETROSPOT LARGE MILK JUG,14341.0,United Kingdom,4.95,3.0
21533,RETROSPOT LARGE MILK JUG,14415.0,United Kingdom,4.95,3.0
21533,RETROSPOT LARGE MILK JUG,14505.0,United Kingdom,4.95,1.0
21533,RETROSPOT LARGE MILK JUG,14541.0,United Kingdom,4.95,1.0
21533,RETROSPOT LARGE MILK JUG,14696.0,United Kingdom,4.95,6.0
21533,RETROSPOT LARGE MILK JUG,14733.0,United Kingdom,4.95,3.0
21533,RETROSPOT LARGE MILK JUG,14911.0,EIRE,4.95,6.0
21533,RETROSPOT LARGE MILK JUG,15059.0,United Kingdom,4.95,1.0
21533,RETROSPOT LARGE MILK JUG,15311.0,United Kingdom,4.95,1.0
21533,RETROSPOT LARGE MILK JUG,15443.0,United Kingdom,4.95,2.0
21533,RETROSPOT LARGE MILK JUG,15513.0,United Kingdom,4.95,3.0
